"text","isPositive"
"Сотрудники Тинькофф банка отказывались принять исполнительный лист. Требовали по телефону предоставить им данные должника, свои персональные данные (ФИО, дата рождения), с учетом того что я не являюсь клиентом банка. Звонила в call центр Тинькофф банк чтобы узнать адрес офиса, куда могу обратиться с исполнительным листом на взыскание денежных средств с должника, у которого совсем свежий света в Тинькофф банке. Меня долго и нужно оповещали о том, что офисов Тинькофф банк не имеет (их 3 так-то), что все вопросы они решают дистанционно, что такое исполнительный лист они не знают, людей, кто занимается ИЛ у них нет. 2 июля 2018 года обратилась в головной офис Тинькофф банка. Внутри здания находится ресепшен. Спросила, могу ли я сдать ИЛ здесь, девушка отправила меня к телефонной будке. Позвонив по указанному номеру попала опять в call центр банка, хотя на будке указан якобы «внутренний» номер 2004. Опять с меня требовали назвать свои персональные данные (не являюсь клиентом банка), назвать данные должника (по телефону!), кем я прихожусь должнику (вот это сервис), что такое исполнительный лист (сотрудник банка так то), что офисов у нет нет (а я в космосе, а не в офисе на 1-м Волоколамском), и, коронное от сотрудника: наш банк ТАКОЕ не практикует совсем. Только предложив вызывать наряд полиции, ко мне соизволили спуститься вниз. ИЛ приняли, печать поставили, в журнале не зарегистрировали и входящего номера не присвоили. Сегодня 15.07.2018г по настоящее время от банка Тинькофф не поступило ни ответа, ни перевода денежных средств, хотя я точно знаю, что на счётах должника имеются денежные средства. Сотрудник, отвечающий от имени банка Тинькофф в меседже ФБ, отказывается представляться, умышленно вводит меня в заблуждения, что не отправили ответ из-за технической ошибки (все 8 дней), предоставляет нерабочий трек номер отправки ответа, что подтверждает и представитель Почты России.",0
"Здравствуйте!Я больше года являюсь клиентом Тинькофф банка. У меня один счет на ИП + экваринг + карта, один счет на ООО + карта, счет на физ лицо+карта. Перешел в этот банк я после того как рухнул Межтопэнергобанк со всеми моими деньгами. Честно скажу, что до последнего случая всем был доволен, за это время привел в этот банк 6 своих знакомых физиков и 1 Юрика. Сейчас я с легкой руки ТинькоффБанка открыл счет с 5 терминалами в Уральском банке и готовлюсь полностью на него перейти и вот почему. Полгода назад мне пришло предложение от ТинькофБанка взять дополнительно терминалы в аренду. Так как 1 терминал я давно купил и год им пользовался я отказался.  Сейчас в связи с расширением бизнеса мне понадобилось еще 4-5 дополнительных экваринга. Я позвонил, спросил, как быстро я их могу получить. Мне сказали 2-3 рабочих дня. Я согласился. А вот дальше началось то, что кроме как издевательством никак назвать нельзя. У меня приняли заявку по телефону, я предупредил что через неделю я уезжаю в отпуск с семьей и попросил не затягивать. Через два дня мне позвонили и попросили прислать несколько договоров с клиентами, на вопрос зачем, мне сослались на внутренний распорядок, я тут же отправил сканы. Еще через 2 дня у меня попросили срочно прислать сканы программы, в которой я рассчитываю стоимость, я спросил зачем, мне сказали что это внутренний распорядок.Далее еще через 2 дня мне позвонили и попросили прислать договора с моими поставщиками, я спросил сколько? Мне ответили не знаем, лучше со всеми поставщиками, я спросил зачем? Мне ответили,  мы не до конца понимаем как работает ваш бизнес. Я им обьяснил как он работает, хотя это является коммерческой тайной, предложил посмотреть все платежи, которые я делаю своим поставщикам, а так же отправил несколько счетов. Объяснил, что формальных договоров у меня нет. Кроме этого попросил дать мне телефон того человека, который запрашивает такую бредовую информацию для выдачи дополнительных экварингов. Напоминаю один у меня работает уже год, нареканий ко мне не было. Мне опять сослались на внутренний распорядок. Я попросил назвать мне статью внутреннего распорядка по которой надо мной издеваются и полный перечень справок, скринов и договоров которые еще у меня запросят. Меня попросили заключить договора со всеми поставщиками прислать скрины договоров и подождать еще пару дней. Я не стал ждать, открыл интернет за 30 мин. Просмотрел все предложения и заказал экваринги в другом банке, мне сделали 2 звонка, я отправил стандартный пакет документов и через день у меня уже был, счет, 4 экваринга с с 1,6 % а не 2,3 от Уральского Банка реконструкции и развития. Просто из любопытства, я попросил бухгалтера заключить договора в десятком поставщиков и следующие несколько дней отправлял по 2-3 договора в день в Тинькофф Банк. Наконец мне позвонили и предложили назначить день когда я могу получить экваринги. В итоге мне сорвали отпуск, семья улетела без меня. Я нашел более адекватный банк, где есть реальные люди, реальные отделы и все работают быстро. Сейчас я задумался о полном переходе на Уральский банк реконструкции и развития.",0
"Оставил обращение через сайт 23.06.2018 по вопросу качества работы менеджера в процессе рефинансирования ипотеки. С тех пор получаю только ""завтраки"" вида:Vashe obraschenie po kachestvu obsluzhivaniya 5-1594491103083 budet rassmotreno orientirovochno 02.07.2018. Prinosim izvineniya za neudobstva. www.tinkoff.ruА воз и ныне там..",0
"Абсолютно не понравилось взаимодействие с банком. Оставила заявку на потреб.кредит под залог недвижимости, 1,7 млн на 5 лет, ставка от 9,9% и калькулятор на сайте считает именно по этому проценту. Предлагается оставить заявку. Оставила. В итоге, банк неделю рассматривал заявку, не запросив ни единого документа, а потом выдал мне платеж в месяц - 45 тысяч рублей, при том, что на сайте 36 тысяч. На просьбу прислать расшифровку кредита (тело кредита, проценты, выплаты, остаток) отказали. На вопрос откуда там может быть 45 тысяч при 9,9% оказалось... что процент то ~13-14%! Сюрприз! Задала вопрос почему - внятного ответа не получила. То есть, банк, не рассмотрев ни единого документа, не получив НДФЛ, Свидетельств о собственности, ни даже паспорта, решили мне влепить ставку в 13-14 процентов.И кстати, даже при 13-14% ежемесячный платеж все равно завышен, не может там быть платежа в 45 тысяч даже по ставке 14%. Как вывод - банк, в лучшем случае, недоговаривает и не может предоставить ни одного документа для обоснования своих решений. В итоге я потратила целую неделю на ожидание, а могла бы уже давно взять деньги в другом банке.",0
"Работаю с банком несколько месяцев, всегда отмечала вежливость и быструю ответную реакцию колл-центра.Но...Месяц назад начала сотрудничать с Тинькофф Инвестициями...Вообще сервис неудовлетворительный: графики неинформативны, нельзь масштабироваться по различным периодам - только день-месяц-год. И самое неприятное - нет стоп-заявок.При падении активов с цене ваши убытки ничем не ограничены, если вы постоянно не сидите, впившись в монитор... Лег спать с +100$, на следующий день уже -200$.  Нельзя поставить заявку ""Продать автоматом на + 95$"". Приняла решение перевести активы другому брокеру...  Персонал банка не может внятно ответить какие поручения надо оформлять на иностранные акции, шаблоны не высылает... образцы заполнения поручений депозитарных переводов на сайте неинформативны - откуда брать те или иные данные - не понятно... Отправляешь, через 1,5 часа замечания. Переписала, отправила, через 2 часа ответ - нет, не тот номер. Может легче созвониться, открыть моё письмо и всё выяснить за 5 минут по телефону? Нет... На звонки специалисты не отвечают. Зато по выдаче карт, кредитов специалисты перезванивают через минуту и закидывают смсками. Ребята, такое бывает, что клиент от вас уходит, не надо всячески пытаться затянуть и ослонить его уход, а то он больше никогда к вам не вернётся и всем знакомым посоветует с вами не связываться.",0
"Если вы вдруг поменяли оператора сотовой связи и оставили номер прежним, вы НИКОГДА более не получите доступ в личный кабинет Тинькофф. Смс-ки не будут приходить ""в целях безопасности..."" И уже с мая месяц по июль я звоню и мне отвечают одно и тоже.... Короче... как обычно - понтов немеренно, а по факту сырой продукт и совок.. только фантики и слова.. куча маркетинга вам в  уши - это Тинькофф.",0
"Открыла там счет как ИП. И вот через неделю звонок из банка - менеджер, типа познакомиться. Сразу куча вопросов, касаемо не моих даже личных данных - назовите последнюю операцию по карте, назовите кодовое слово, а его, к слову, ты не сам придумываешь, а банк назначает. Я его записала и забыла. Не назвала кодовое слово, но ответила на все остальные вопросы. И бах - через два дня карта заблокирована. Звоню в банк. Ответ - нам надо убедиться что вы это вы. я говорю, пусть менеджер со мной встретится или по скайпу, ватсап мне наберите, я с паспортом вам отвечу. Нет - так их не устраивает, вместо этого, расскажите вашу кредитную историю, меняли ли вы фамилию, есть ли дети и т.д. Банк, уважаемый, вы в себе? Только так вы можете убедиться, что разговариваете с тем человеком? и как часто в неделю вы так звоните? Чтоб наготове держать все кодовые слова, последние операции по карте до копейки, точный остаток и т.д. Видимо надо даже во сне помнить все про Тинькофф банк, потому что сотрудник может позвонить, чтоб удостовериться. Вы не даете работать, блокируете карты!!!",0
"Обратилась в офис билайн 29.06.2018г г. Астрахань, ул.Савушкина 5,  для покупки сотового телефона в рассрочку. Выбрала телефон. Сумма покупки-рассрочки составила 17 600р. Менеджер Билайн стала отправлять заявки в банки, чтобы одобрили кредит-рассрочку. Одобрение пришло от 3 банков из 5. В том числе от Тинькофф банка. Менеджер распечатала заявление на рассрочку, я подписала. Стала сканировать и отправлять в банк. При отправке моих документов, менеджер сказала, что пришел отказ от Тинькофф банка. Сказала, что нужно тогда выбрать другой банк. Я выбрала Почта банк. Также подписала заявление и менеджер отправила документы в банк. Далее мне дали подписать договор, чек на покупку и саму покупку-телефон. Когда я пришла домой через 2 часа после офиса Билайн, мне пришло смс-оповещение от Тинькофф банк, что мне оформлен кредит. Я сразу же позвонила на горячую линию банка и объяснила ситуацию. Что у меня на руках только один договор,чек и покупка от Почта Банк.На что специалист ответил, что все записал и Тинькофф банк будет разбираться, ждите 3 дня ответ. Прошло 3 дня, я снова позвонила на горячую линию. Сказали, нужно ехать в Билайн и чтоб сотрудник Билайна написал отказ-возврат средств. Т.е. Тинькофф перечислил Билайну деньги, которые должны были предоставить мне на покупку, но они до меня не дошли и они зависли в Билайн. Приехала в Билайн. Объяснила ситуацию. Девушка сказала позвонить при ней в Тинькофф и узнать, что за отказ-возврат. Мы позвонили, сотрудник Тинькофф долго что-то решал, и сказал что ничего писать не надо, что Тинькофф сам решит ситуацию с Билайн и в течение 5 дней мне сообщит результат.Прошло 5 дней. Звонка от Тинькофф нет. Я снова звонить. Теперь сотрудники Тинькофф офиса вообще ничего не говорят, не ставят время, не говорят когда решится мой вопрос, просто говорят что вопрос решается и все. И самое главное, что этот вопрос нужно решить ДО ПЕРВОГО ПЛАТЕЖА МОЕГО 26,07,2018. Какого платежа, если у меня нет на руках ни договора от Тинькофф, ни чека на покупку от Тинькофф, ни средств от Тинькофф, а кредит получается числится на мне. У меня на руках только чек и договор от Почта банк. Это какая-то схема или что? Почему в течение двух недель не могут решить такой простой вопрос два крупных федерала - Билайн и Тинькофф? Ведь ошибка и проблема не моя. Где-то висят якобы мои кредитные деньги у Билайна, а я теперь должна платить за это проценты?Собираюсь ждать ответа от банка Тинькофф до понедельника, если опять не позвонят и не решат, в понедельник направляюсь в ПРОКУРАТУРУ и пускай там решают, кто прав из них - Билайн или Тинькофф. Где зависли деньги и почему так сложно сделать возврат в течении двух недель? И почему так все сложно оказывается для простых людей, которые хотели просто купить телефон.",0
"А теперь о грустном, насмотревшись рекламы тинькофф банк о 9,9% на потребительский кредит, решил оформить заявку на потребительский кредит, позвонил оператору. Уточнил у оператора условия акции, указал, что я хочу, это 3г и 380 000, оператор сделал предварительный расчет и начали оформлять заявку, при этом я сказал оператору, что уже являюсь клиентом банка и данные мои у вас точно есть, оператор сказал что так положено и начал спрашивать все мои данные, диктовал ему свои фамилию по буквам, хотя фамилия у меня обычная русская и обычно не вызывает затруднений с восприятием на слух, далее серию и номер паспорта, потом оператор увидел, что у меня есть кредитная карта, оператор сказал, что тогда должен меня переключить на другого специалиста... нельзя было что ли сразу уточнить такие данные, когда тебе говорят, что уже являюсь клиентом банка. Далее переключили меня на какую-то бабушку, по крайне мере по голосу так казалось и опять этот ужас с ФИО по буквам, по буквам адрес электронной почты, целая гора каких-то левых вопросов, потом о чудо заявка принята и будет рассмотрена в течение двух дней, через два часа перезванивает другой представитель тинькофф банка и опять, назовить...нужно уточнить данные по заявке, назовите ФИО, где работаете, дату рождения, паспортные данные, телефоны орг-ции, на следующей день звонили на рабочий телефон.И наконец финал всей этой истории, звонит сотрудник тинькофф банка и радостным голосом сообщает, что ваша заявка одобрена, вам согласовали 350 000 на 3 года, скажите ""да"" и к вам сию минуту выезжает наш курьер с картой на которой деньги. Спокуха отвечаю я, какие условия кредитования, далее опять бла бла бла на 5 минут рассказ не пойми о чем и наконец вылетает 18.9%, до свидания отвечаю я. Далее опять на несколько минут уговоры какие-то невнятные, рассказ о том, что если платить больше чем по графику, то ставка в итоге меньше получится...ага отвечаю я, а если взять и сразу вернуть так вообще почти 0% = ))) ) Любой нормальный банк по справке 2 ндфл даст мне кредит по лучшим условиям, чем вы предлагаете, опять бла бла, что другие банки дурят, а они честные, очень честные..особенно реклама ))) Два дня колупать мозг, чтобы в итоге предложить непонятно что. И этот дурной принцип вообще бесит, у вас просят определенную сумму, вы или давайте ее или отказывайте в заявке, нафига эти перевороты вообще не понятно, процент почти как по кредитной карте, сумма не та, даже 1 не за что ставить.",0
"Наша организация открыла расчетный счёт в АО Тинькофф. Но это был опрометчивый поступок. Через 2 месяца банк заблокировал счёт. Ссылаясь на отрицательное решение мониторинга, хотя все документы были представлены на проверку своевременно. После блокировки счета банк попросил закрыть счёт самостоятельно, что мы и сделали. При этом на счёте осталась приличная сумма денег, которую банк удерживал на счёте 5 рабочих дней до дня фактического закрытия счета, ссылаясь на технические неисправности. Кое-как вырвали свои деньги. ВСЕМ ВСЕМ ВСЕМ ПРЕДПРИНИМАТЕЛЯМ. НЕ ОТКРЫВАЙТЕ СЧЕТ В ТИНЬКОФФ. ПОЛНЫЙ БЕСПРЕДЕЛ.",0
"В личном кабинете Тинькофф Банк невозможно прикрепить карту другого банка, если она была перевыпущена с сохранением номера. Вот уже месяц кормят одними обещаниями решить проблему. Сначала называли один срок, потом второй, сейчас уже третий. Нет гарантий, что по истечении третьего срока не назовут четвертый.",0
"15.06.2018 мною были оплачены две кассы по счетам № 6002 и№89705 от 14 июня 2018 г. Сотрудником Тинькофф банка была обещана регистрация и установка кассы в течение 2 недель. В итоге первую кассу мне привезли только 02.07.2018 и мне пришлось везти ее на место установки самостоятельно, т.к. ссылаясь на удаленность места установки, сотрудники могли организовать доставку не раньше 05.07.2018г. По второй кассе все еще интереснее. На сегодняшний день (09.07.2018г.) касса еще не зарегистрирована. Про нее просто забыли и начали регистрацию только 02.06.2018. В личном кабинете оператора фискальных данных OFD.ru со 2 июня встатусе заявки на регистрацию ККТ висит «Подпишите анкету КЭПом». По неизвестной мне причине Тинькофф не может этого сделать уже неделю, а соответственно OFD не может отправить ККТ на регистрацию в ФНС. Тинькофф сваливает всю вину на оператора фискальных данных и ФНС и предлагает только ждать, хотя и так понятно, что вся вина лежит на технических специалистах Тинькофф банка и ждать нечего: пока Тинькофф не подпишет КЭПом анкету, ничего не сдвинется. Я уже готов сам зарегистрировать кассу и накопитель в налоговой, но банк не отдает мне кассу, ссылаясь на то, что отдадут только после регистрации (сколько еще будут регистрировать не уточняют). Т.е. я не могу получить оплаченный товар, банк не торопится регистрировать кассу, а я вынужден нести убытки. Плюс ко всему, я теперь не смогу получить компенсацию от ФНС, т.к. банк не зарегистрировал кассу до 01.07.2018г. Тинькофф банком я «сыт по горло»! Единственное мое желание – это забрать свои деньги за кассу, закрыть расчетный счет и эквайринг, и забыть об этом банке как о страшном сне. Но даже в этом мне отказано до тех пор, пока не решится вопрос с кассой. Таким образом я стал вечным заложником этого банка.",0
"Друзья, сейчас, когда все заняты работой, а кто-то двумя или даже тремя - времени на нелепые разговоры совсем не остается. Поэтому, хочется сразу исключить ненужные звонки, которые ставят под сомнение осведомленность банка.В четверг, 5 июля я договорился с сотрудником банка о встрече 6 июля, так как было неудобно Банку, встреча была перенесена на 9 июля. Суть вопроса - второй экземпляр корпоративной карты. Время было обусловлено с 10 до 12. Каков итог? Никто так и не позвонил и ничего не привез. Звонят совершенно по иному номеру. На номер телефона, по которому мне звонили для обсуждения условий встречи, никто не звонил. Звоню сотруднику банка, который звонит на иной номер. Представляюсь; в ответ мне тоже представляются - Дмитрий. Ситуация очень нервная, у меня загружен весь день - и я четко ожидал с 10 до 12 получить карту и воспользоваться ей. Человек, которому звонят по поводу встречи, о которой он вообще не в курсе - крайне занят и озабочен иными заботами. В итоге, я звоню Дмитрию и объясняю ситуацию, мол карту, которую вы хотите привезти - нужно звонить по данному номеру телефону. Может, ваши курьеры что-то перепутали? Ответ, у нас нет курьеров. Я, конечно, все понимаю, что вас обучают, что имеется какая-то корп.политика, согласно которой вас называют представителями банка, а не курьерами, но в таких ситуациях не нужно тупить, а нужно сразу вникнуть в ситуацию и начать ее решать. Ок, карту я всеравно так и не получил. Ожидаю встречу с ПРЕДСТАВИТЕЛЕМ Банка. Раз это не курьер, а представитель - попрошу обязательно все возможные документы представителя Банка!!!",0
"Заказала себе как-то года два назад карту кредитную (на чёрный день). Картой до сих пор не пользовалась, по этому поводу мне и позвонил сотрудник банка, предложил поменять карту на новую, с более выгодными условиями. Хотела отказаться, аргументировала тем, что лучше условий Альфа-банка нет (100 дней льготный период, снятие наличных без процентов), на что сотрудник Тинькофф банка сказал, что и тут процента за снятие денег нет. Меня это зацепило, решила, что такая карта мне пригодится, назначаем встречу, приезжает курьер....достаю я бумажечку с картой и на ней чёрным по белому *снятие наличных 290р.+2,9%*, (могу ошибаться в процентах, точно не помню цифру). Короче Альфа-банк ван лов, и вам всем советую. Прям бесят такие дешевые манёвры со стороны конкретного банка.",0
"30 июня оставил заявку на сайте банка Тинькофф на кредит под залог недвижимости. (4 млн. под залог квартиры в МСК). В течение часа связались со мной, запросили данные о трудоустройстве, близких, друзьях и т.д. Далее со всеми ними созвонились и 30 же пришло на электронную почту письмо, о том, что Ваша заявка одобрена, ждите звонка специалиста.И тишина, до 6 июля больше этот банк не беспокоил. 6 июля сам позвонил и мне сообщили, что заявка в работе до 9 июля включительно. Т.е. то, что банк 1-2 дня рассматривает заявки оказалось недостоверной информацией.6 июля в конце дня представитель банка мне позвонил и сообщил, что мне одобрено целых 420 т.р. под 17 процентов годовых плюс страховка 2100 рублей. На мой вопрос 2100 рублей в месяц мне сообщили, что нужно что-то уточнить и мне перезвонят.Мне перезвонили и сообщили, что да, страховка это еще 0.5% в месяц, и да это примерно 2100 рублей в месяц. 420 тысяч под 23% это очень ""достойное"" предложение. Отказался, поскольку сумма кредита на почти порядок меньше, чем было необходимо. Пришло письмо о том, что они отменили заявку на кредит по моей просьбе. По итогу я обратился в банк за кредитом под залог недвижимости, мне почти неделю не давали ответа, потом мне предложили совсем другой продукт, а когда я отказался, потому, что это не тот продукт, мне сказали, что отменили по моей просьбе.Больше всего жаль потраченной недели. Банк не буду рекомендовать никому.",0
"19.06.2018 обращался за кредитом под залог авто в Тинькофф банк, заявку оформлял онлайн, в этот же день перезвонила девушка с номера 8800 755 27 71 и предложила оформить заявку без залога что мы и сделали. 20.06.2018 я получил на email письмо о том, что моя заявка принята и срок ее рассмотрения 2 дня! до сегодняшнего дня я так и не получил ответ на мою заявку по кредиту, звонив в банк мне сообщили что заявка на рассмотрении.... прошло уже 16! Карл! дней! В итоге имеем зря потраченное время и нервы!",0
"Не поленился и зарегистрировался на сайте, чтоб написать отзыв о таком банке как ""Тинькофф"".Предыстория простая! Увидел рекламу, очень крутой личный кабинет (якобы) кэшбэк и т.д. и тут я думаю, дай-ка сделаю себе карту дебетовую! Переводы, покупки и за это ещё деньги вернут! Но жизнь не оказалась сказкой.... В начале пользования вроде норм, но через какое то время, а именно когда доходит дело до платежей, ты понимаешь как это НЕВОЗМОЖНО сделать через Тинькофф! В Сбербанке даже думать не нужно об этом, сами спросят оплатить коммунальные или нет, зная и сумму и кому надо перевести)) Далее непонятные списания денег, которые не отображаются в истории личного кабинета! Всплывает окно, ты не успеваешь увидеть, что там, а в истории этого нет! Ладно, думаю может обслуживание сняли уже... Едем дальше, перевожу деньги без проблем с Тинькова и обратно, все хорошо, как я думал, и тут раз и операция пополнения с карты Сбербанк невозможно! Пишу в часть команде ""ботов"" узнать в чем же дело? Оказывается у меня кончился лимит 20 переводов в месяц!!! Идите и удалите через Связной, МТС, один банкомат в городе и т.д.)) Ребята, сейчас 21 век, какие Связные и МТС? Вы вообще о чём? И вот я как дурачок стою в магазине с покупками и пустой картой, на которую я не могу перевести деньги с карты, которая у меня дома! Зачем она мне? Ведь к меня есть Тинькофф теперь))) Конечно меня это не устраивает и я закрываю через чат ""ботов"" свой счёт! Но буквально несколько дней назад, я купил запчасть в магазине, которая мне не подошла. Конечно я сделал возврат детали и жду возврата денег. Магазин деньги то отправил, но снять и перевести с карты Тинькофф я их не могу... Как выясняется, мне надо ждать 30 суток после закрытия счета, чтоб снять мои же деньги! Я в шоке конечно! Итог: вернулся в Сбербанк. Спасибо товарищи из Тинькова, но вы как остались просто конторой для зарабатывания денег, так и будете ей)) Удачи вам.",0
"Тинькоф Банк не исполняет собственные условия рекламной акции совместно с Букинг.Ком. В январе 2018 года забронировал по данной акции строго через сервис Тинькофф.Трэвел отель в Бельгии с 29.04.2018 по 02.05.2018. 29.04.2018 оплатил его картой Тинькофф.Блэк на месте.02.05.2018 выехал из него согласно условиям бронирования.По условиям акции дополнительный кэшбэк 9% должен быть выплачен в течение 62 календарных дней с даты выезда из отеля.Данная дата истекла 03.07.2018.На сегодня 04.07.2018 кэшбэк не выплачен.Тинькофф Банк нарушил собственные условия акции. При этом заблаговременно напоминал им об этом в чате, чтобы не забыли про сроки.Если бы это был кредит, то они бы сразу же включили счетчик... Поэтому оценка 1.",0
"Когда заключал договор был не резидентом России, поэтому номер счета был для не резидентов - 40820. Спустя время мною была предоставлена в банк информация о виде на жительство и счет был изменен на счет для резидентов 40817. Мною был заказан документ с мокрой печатью через чат в мобильном приложении. Позвонила девушка, сообщила, что в системе нет информации о паспорте, только о виде на жительство и попросила сообщить реквизиты паспорта. Мною была сообщена запрошенная информация. Спустя день получил смс с уведомлением об изменении номера счета. В интернет банке я узнал, что мой номер счета был изменен на 40820, для не резидентов. Написал обращение в чат и сбросил фото вида на жительство, получил ответ о том, что в течение двух дней будет рассмотрена возможность изменения счета. Счет был изменен опять на 40817, но уже другой набор цифр. Считаю, что на пустом месте банк создал мне проблемы связанные с изменением номера счета там, где он используется.",0
"Интересно, сколько клиентов Тинькова сегодня от них ушли? Сегодня после неудачной попытки оставить кровные евро в банкомате (он по 200 не ест) зашла перекусить в кафешку. И зависла на полчаса перед кассой с остывающей едой на подносе. Все карты - и дебетовые, и кредитка, заблокированы. Эплпэй не работает, в приложении не отображаются никакие карты, налички нет, понятное дело. Чат!!! Технические проблемы, типа, ждите, через час починим(( Слава богу, нашла в кошельке неизвестно как заблудившиеся 100$, оставила их в залог и пошла употреблять остывшую пищу. Через час починили, частично. Карты стали работать в банкомате, счета были благополучно опустошены. Райффайзен обещал выпустить карты дня за три)) Прощай, Тинькофф!!! Представляю, если бы такое случилось в турпоездке, дня через 3-4!!!",0
